27,25,29,42,39,48,51,62,74,74,84,92,89,121,108,124,129,132,133,158,145,179,177,173,183,193,201,218,214,219
9,13,1,30,27,24,13,15,7,21,21,11,11,41,9,32,0,14,0,21,13,3,10,16,12,0,24,17,0,31
11,23,45,62,22,98,92,99,130,120,150,164,173,169,200,185,194,214,224,236,265,273,289,297,307,327,340,353,353,351
24,0,3,37,9,14,11,27,2,25,5,0,16,17,6,3,28,24,0,12,12,13,11,15,25,0,11,24,27,0
20,28,19,47,32,59,73,56,61,89,94,85,95,114,123,128,134,143,130,162,155,166,164,177,192,204,202,211,221,225
21,37,35,25,50,65,56,68,89,96,106,103,84,118,156,154,153,165,172,191,185,173,198,215,235,227,249,253,269,274
10,27,66,71,113,139,149,193,195,219,250,294,316,340,367,372,402,434,450,468,490,510,546,575,607,644,644,684,686,719
15,3,37,49,50,68,81,100,123,99,137,143,146,160,205,183,210,222,202,250,254,254,277,270,299,301,311,341,349,355
48,39,67,68,73,113,118,153,134,166,187,204,238,253,277,259,304,314,332,364,357,383,404,411,431,447,469,508,509,528
0,27,0,33,6,6,15,12,36,8,26,15,7,14,25,36,17,6,8,7,7,9,11,19,9,7,0,16,0,35
38,9,41,44,43,58,67,70,93,90,110,115,118,115,169,159,158,181,207,202,219,210,196,238,226,252,248,265,261,282
8,17,37,35,56,78,55,74,96,99,132,136,145,133,178,170,198,196,198,216,226,230,249,281,263,281,294,305,332,323
7,20,17,31,28,41,47,25,48,51,44,28,62,46,48,66,69,68,75,57,81,83,65,98,81,93,100,104,95,105
11,23,32,38,41,39,63,77,68,74,80,89,91,101,94,114,112,131,109,143,142,178,170,165,184,184,190,209,185,206
16,39,46,71,81,103,115,122,155,170,170,206,194,192,224,248,281,277,307,302,320,342,365,379,406,410,438,458,464,479
4,29,42,62,68,84,87,112,145,154,166,184,192,218,219,235,254,263,277,286,296,326,331,359,369,389,393,415,443,437
10,26,12,37,25,22,53,42,58,40,55,88,70,92,94,109,98,94,113,105,106,117,125,132,124,140,153,160,131,170
15,20,9,22,24,27,20,17,7,18,10,20,30,4,8,15,17,10,14,21,34,13,27,20,4,14,12,19,12,12
38,21,39,52,48,58,64,79,95,104,92,119,117,137,127,154,148,176,190,196,198,225,221,227,245,263,266,263,275,284
7,22,23,21,3,3,15,32,14,4,19,0,8,21,28,21,16,7,16,29,9,8,18,26,3,24,15,3,5,30
14,5,45,53,55,55,79,81,103,106,124,111,133,144,162,177,150,175,179,208,196,211,233,239,259,260,265,267,285,297
28,28,17,24,25,27,18,0,30,8,10,3,27,28,30,10,21,14,22,25,0,44,42,23,19,33,33,20,33,25
6,33,77,68,120,135,145,167,208,209,236,274,271,295,322,331,379,394,421,451,456,497,506,531,548,592,588,619,648,674
8,32,13,16,16,2,26,10,12,24,27,39,32,5,4,16,32,33,23,18,12,27,12,17,8,34,14,25,0,9
10,26,30,39,44,44,69,56,93,85,77,59,88,89,97,106,107,126,118,153,130,149,152,176,169,150,163,188,194,191
17,18,50,57,82,104,124,132,158,177,206,236,240,244,278,292,321,328,347,362,392,419,426,445,465,479,494,523,530,552
22,37,12,28,25,30,36,37,38,45,27,44,67,36,54,50,81,69,58,72,74,67,78,101,77,106,90,85,95,100
19,36,36,56,46,68,100,89,120,124,122,158,181,178,208,195,212,224,256,251,269,284,278,308,316,327,354,358,378,387
16,27,24,41,47,49,60,60,75,79,95,100,104,127,97,109,126,154,143,150,137,168,182,184,169,199,211,206,214,220
23,21,8,27,13,20,26,24,24,18,14,24,24,11,30,35,10,5,10,7,31,15,15,18,26,9,27,0,18,5
