23,22,25,35,53,68,86,92,105,133,119,125,148,167,162,186,194,217,223,239,253,252,270,302,314,312,303,336,344,362
13,29,11,8,21,10,9,14,7,4,21,14,17,17,0,22,17,36,8,20,15,15,17,27,26,5,7,25,13,25
30,28,45,75,93,128,146,137,183,182,206,233,253,275,285,310,325,352,358,395,421,432,460,458,491,519,527,546,580,602
13,0,16,13,11,12,17,23,12,31,6,19,19,12,21,22,0,15,17,13,16,0,5,14,22,4,26,12,8,16
18,23,40,65,61,61,99,93,98,135,130,149,160,162,188,197,207,228,250,234,273,270,263,298,296,314,295,334,332,350
4,30,45,57,61,89,93,107,141,142,149,180,175,194,212,235,238,270,274,282,302,313,326,347,359,357,384,405,435,411
11,39,113,141,154,209,254,295,312,379,408,453,511,526,559,617,639,685,731,778,802,849,893,939,958,1010,1055,1088,1108,1151
0,33,50,75,98,103,129,133,167,189,192,211,233,265,274,291,301,352,352,386,386,419,431,457,479,488,511,533,543,552
22,46,67,123,110,148,189,213,253,274,300,341,358,384,411,445,474,517,546,561,574,618,656,677,709,751,768,777,816,855
21,17,0,14,32,12,9,18,8,28,25,1,15,18,10,7,18,28,20,12,7,14,25,29,9,20,9,0,11,12
17,23,58,52,80,94,107,98,126,152,160,182,202,199,224,254,257,265,283,291,313,322,349,344,372,380,434,417,421,441
23,21,53,63,96,108,118,137,131,178,190,197,206,237,255,264,284,315,331,334,380,368,406,405,432,441,468,473,497,506
18,26,24,19,31,43,49,39,42,76,60,78,70,72,91,73,98,83,93,122,100,135,117,110,128,148,148,135,161,143
16,38,34,37,44,54,67,100,97,107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,254,243,272,269,300,314,322,327
41,44,55,88,105,148,170,196,210,238,256,298,335,350,373,410,427,466,487,494,541,540,564,619,626,658,691,724,737,763
26,35,67,82,116,131,152,185,198,231,264,272,304,318,348,377,392,421,441,464,473,514,542,568,569,604,626,660,692,710
23,28,25,51,50,52,68,84,67,79,103,89,133,133,119,139,135,140,150,167,181,183,180,199,196,212,216,241,242,255
18,23,35,26,0,11,12,13,16,1,12,12,20,19,7,25,21,23,11,19,12,22,20,10,0,23,13,3,10,21
5,18,35,52,76,97,110,124,141,143,181,174,224,220,237,239,245,265,290,312,311,350,358,355,394,412,403,432,466,458
9,18,22,21,1,8,0,30,19,16,4,11,20,13,5,33,18,19,6,0,24,19,24,10,32,7,15,14,9,11
22,28,42,66,77,93,114,117,139,149,189,170,213,210,234,242,269,272,284,314,325,347,362,356,396,409,413,437,454,460
18,31,2,20,19,4,18,8,13,35,32,29,15,20,30,26,38,4,30,11,41,38,22,33,24,44,38,37,34,47
20,42,96,104,164,219,223,281,299,359,383,417,449,498,527,583,598,610,660,720,737,769,820,858,889,915,957,1019,1046,1068
38,5,19,23,10,24,0,29,13,9,21,19,6,12,21,14,21,16,19,0,0,19,10,31,6,9,17,18,24,7
16,31,45,46,62,64,79,80,100,108,112,135,133,130,165,164,178,168,196,213,199,223,242,236,263,277,271,276,300,306
7,61,79,117,144,163,191,228,257,297,319,356,370,407,440,453,497,523,556,590,622,663,684,710,758,771,805,849,878,881
18,28,34,39,39,33,30,49,49,43,69,67,61,72,86,94,92,89,103,95,126,123,123,112,122,148,141,154,168,163
5,27,65,71,94,112,159,164,183,182,221,231,255,292,316,315,340,354,390,416,407,450,456,473,519,516,543,584,595,614
23,28,47,53,56,65,92,83,111,113,135,140,155,164,175,180,189,222,223,210,254,239,252,271,298,309,308,322,345,350
18,17,16,7,11,0,15,11,30,21,22,38,24,20,14,30,22,8,12,26,15,16,12,32,8,24,17,16,18,15
