23,20,21,27,39,30,40,35,67,57,74,44,60,81,79,91,78,94,93,94,88,95,111,98,130,109,121,116,147,135
3,23,10,42,0,14,12,13,0,4,10,29,21,2,37,26,0,19,8,25,0,0,23,18,23,21,27,17,22,7
26,28,37,37,37,64,74,67,83,83,79,102,104,97,115,141,137,149,136,160,172,167,168,165,179,207,204,216,226,217
9,16,12,6,14,11,10,19,3,23,25,0,32,17,19,10,8,19,13,7,13,26,6,21,0,15,13,19,7,15
23,22,22,21,44,29,47,37,45,54,43,54,56,74,67,70,83,70,106,93,107,106,111,117,118,138,137,116,148,145
13,13,16,29,34,42,51,56,37,58,72,72,75,90,111,95,102,108,115,119,123,129,107,148,136,141,163,160,160,174
23,40,41,59,74,89,97,124,125,149,154,184,194,209,229,226,265,253,263,290,313,312,333,345,371,369,383,416,410,442
0,24,28,45,57,52,52,64,71,65,90,102,93,119,111,99,138,144,143,146,158,149,170,165,195,190,184,198,180,204
25,10,30,59,57,71,83,99,98,105,128,120,140,149,166,169,181,171,201,215,231,237,237,260,283,286,302,321,315,321
21,25,7,22,24,7,0,11,10,18,12,28,24,6,13,0,16,34,0,11,33,14,5,17,17,18,15,16,33,23
15,13,21,34,42,43,56,45,60,61,70,85,90,90,86,91,90,116,131,120,134,133,145,142,153,128,144,170,157,167
18,22,28,53,20,29,59,60,69,89,88,84,85,86,110,130,99,127,120,149,144,157,156,148,166,175,185,187,182,194
24,9,42,21,8,25,36,20,20,28,31,41,21,28,55,50,34,40,52,55,78,54,57,67,56,53,47,53,75,75
21,13,34,29,34,45,32,38,64,30,79,54,58,79,73,72,67,93,83,100,110,88,92,98,115,89,123,112,141,126
9,34,16,52,62,63,63,76,86,102,120,112,127,135,149,145,159,170,184,183,212,207,217,238,232,237,266,289,278,301
33,35,35,44,57,71,66,78,105,94,72,97,123,132,135,141,147,148,164,194,181,201,212,224,230,220,236,250,271,276
6,0,15,22,14,53,34,49,31,43,38,40,44,49,75,48,40,81,70,68,72,69,82,90,93,76,83,90,96,114
3,23,11,21,12,23,23,14,18,10,14,1,38,8,24,17,8,6,28,13,9,8,29,15,23,5,3,16,43,22
18,9,30,31,34,44,51,43,37,74,85,82,78,94,79,95,87,128,134,101,119,128,131,144,150,156,172,168,184,179
13,23,0,20,10,0,7,5,17,6,0,19,18,9,0,12,27,10,10,22,0,36,13,16,10,8,2,14,30,35
20,33,36,41,36,47,44,49,63,72,70,86,86,92,91,103,105,123,133,134,125,138,163,144,166,180,150,161,179,166
23,12,12,18,4,22,33,23,20,8,21,19,6,26,34,12,36,25,21,15,22,22,39,30,17,13,22,22,37,11
13,36,47,59,65,90,88,103,112,117,138,171,185,184,201,205,215,230,255,260,306,297,310,307,342,352,372,375,366,413
22,19,7,19,38,28,18,10,0,13,25,4,28,31,17,25,4,2,14,21,11,17,22,12,10,25,19,2,22,5
24,40,31,19,42,50,56,28,31,59,52,61,76,82,44,75,83,91,71,66,87,92,120,103,100,100,115,119,115,124
14,27,44,61,79,76,82,88,91,111,136,134,130,142,173,184,200,203,211,239,238,249,253,282,271,295,313,317,333,322
26,16,25,23,18,21,18,8,29,37,22,32,49,40,52,26,51,49,56,52,42,39,46,46,79,51,51,75,65,57
2,5,14,35,45,56,48,80,75,77,78,99,92,116,117,145,135,146,142,160,163,174,191,193,193,207,210,223,239,255
13,14,31,26,17,18,24,35,39,42,74,66,46,63,67,77,94,81,102,79,112,96,114,108,125,138,118,129,143,140
15,28,10,0,13,11,1,14,13,16,15,5,12,0,1,18,4,22,15,0,12,25,10,18,1,2,12,25,23,15
