30,16,57,52,40,77,72,89,102,120,128,129,145,144,161,172,162,187,196,176,206,221,232,247,256,278,270,287,314,306
8,15,18,21,6,9,21,11,10,21,29,22,7,17,11,0,0,2,21,19,21,31,10,33,9,5,29,22,27,5
18,21,57,55,87,101,107,126,164,173,191,188,227,243,246,276,277,297,334,350,358,397,390,402,437,449,462,463,499,515
3,23,2,23,20,8,7,10,27,4,15,21,16,5,23,0,8,1,8,22,6,19,9,25,12,18,0,21,3,10
10,14,31,30,54,75,76,57,90,89,120,121,146,148,160,162,163,172,181,189,222,219,227,251,257,263,292,266,302,308
24,32,35,66,52,68,90,100,137,138,146,148,162,178,180,220,212,226,254,256,271,296,277,307,329,325,341,362,368,344
11,55,70,104,146,180,208,260,284,325,360,397,415,468,491,515,568,599,620,659,705,721,778,803,830,862,900,936,972,1005
16,51,40,67,74,111,108,136,134,149,192,181,215,216,231,254,269,291,284,317,351,358,368,392,398,405,437,449,466,494
14,41,67,77,104,150,164,192,209,242,272,291,307,351,364,392,403,432,476,483,515,551,555,603,613,620,670,669,709,736
0,19,12,19,0,12,15,5,33,9,5,27,27,38,28,12,38,33,13,4,17,7,7,21,10,3,10,14,18,18
25,31,45,47,66,72,85,93,109,142,153,146,184,168,198,191,235,251,247,267,265,278,293,317,324,349,341,372,385,375
25,33,31,67,72,87,108,126,132,157,164,174,183,211,211,230,255,271,297,276,315,325,346,361,364,396,399,415,444,459
13,14,4,32,29,36,26,49,56,66,59,50,76,76,66,77,97,85,89,77,95,87,97,107,108,116,128,130,137,148
11,25,37,39,56,70,68,75,95,107,103,119,125,98,142,152,156,164,175,194,207,210,206,213,232,260,266,251,288,293
12,28,60,56,108,136,135,174,190,204,223,260,312,313,309,364,372,375,425,429,452,480,525,522,555,571,596,615,632,656
12,37,36,69,101,129,129,160,184,186,223,239,255,295,317,328,346,372,361,406,448,454,469,484,504,532,539,586,586,622
0,16,28,33,50,43,39,66,84,101,84,92,108,95,117,128,107,143,142,144,157,164,167,175,170,188,202,197,193,210
3,2,27,7,22,5,22,17,7,16,13,22,8,13,13,9,12,16,4,14,15,26,13,15,34,24,9,21,27,10
17,23,61,57,66,83,99,109,112,121,143,160,162,191,215,210,239,259,261,284,280,289,303,328,343,349,370,375,399,394
14,24,0,0,21,31,12,25,0,7,18,12,14,20,28,11,8,4,17,21,8,13,11,7,10,14,25,7,19,2
12,42,57,39,58,71,82,119,105,140,143,163,178,189,205,226,244,255,268,255,276,313,313,310,345,351,395,400,401,406
14,0,10,30,38,9,18,17,38,30,0,18,1,31,19,28,24,17,22,20,17,45,25,3,29,11,30,44,35,44
21,47,91,95,135,173,207,246,269,298,339,361,376,431,464,495,526,556,599,611,642,680,704,735,766,819,844,878,879,937
11,27,24,7,10,0,19,12,29,21,1,19,7,19,9,9,13,13,21,12,6,16,16,0,29,11,28,15,10,23
14,49,27,36,60,53,73,82,72,83,117,103,117,121,124,153,148,173,166,174,200,198,192,218,212,231,233,239,263,274
21,34,55,88,132,147,169,201,225,246,252,291,330,356,374,404,439,480,510,518,542,580,593,617,651,657,696,741,769,787
23,9,17,23,26,39,35,41,34,65,65,59,65,54,75,91,86,79,91,85,89,95,95,108,121,111,118,128,123,130
30,45,38,62,88,88,132,142,165,160,184,221,218,234,261,288,301,317,350,356,371,390,397,435,433,462,470,496,518,541
3,34,34,44,66,90,77,87,98,123,121,124,136,143,153,180,174,169,183,205,211,222,221,232,252,265,272,277,295,313
1,4,18,9,28,19,32,22,19,5,1,7,32,10,6,18,12,20,17,15,7,6,36,29,18,35,11,17,22,38
