32,38,41,56,75,70,117,127,140,132,181,213,190,208,253,238,270,280,304,325,337,344,362,369,409,417,440,436,445,468
15,19,8,16,13,12,5,19,25,19,19,4,14,24,29,18,29,7,22,7,24,28,10,15,33,22,19,6,11,11
36,35,47,100,119,145,174,204,231,250,293,311,346,366,401,424,438,476,498,542,543,570,606,635,643,685,700,747,769,778
31,7,30,8,16,12,9,41,0,8,4,15,18,11,15,11,13,19,28,13,9,11,4,9,24,0,30,18,15,20
14,40,40,50,61,97,119,126,159,147,169,182,207,214,231,255,268,282,282,312,338,348,371,376,383,412,435,434,444,461
7,51,51,75,87,117,124,135,158,187,200,239,257,275,295,278,319,348,357,377,403,412,433,475,486,505,518,537,557,585
26,50,121,177,220,285,331,380,434,495,550,586,629,690,761,802,859,907,954,1022,1067,1124,1167,1226,1293,1335,1376,1439,1509,1547
13,34,61,99,115,148,168,197,217,240,259,283,317,337,366,396,422,450,475,498,524,562,577,596,626,647,671,700,727,745
10,46,84,126,169,204,249,291,327,361,419,443,483,528,565,598,647,673,720,737,805,817,860,892,937,963,1023,1042,1095,1126
12,5,34,18,9,20,7,8,19,22,10,20,23,3,23,5,12,3,9,0,15,11,26,19,24,10,21,14,12,14
22,49,70,82,91,132,130,167,160,195,219,226,258,297,303,315,347,343,369,399,412,419,452,468,486,521,536,536,555,585
19,37,48,57,96,136,143,168,194,217,248,270,271,340,340,354,382,387,434,450,474,508,509,542,577,588,626,635,659,680
10,17,43,27,45,46,45,57,66,82,81,101,98,79,95,115,131,113,132,121,164,155,162,157,200,158,196,192,194,212
25,16,38,52,55,69,98,116,120,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,295,309,343,345,342,385,394,395,424,435
20,45,89,129,147,181,230,255,296,342,362,402,417,469,497,521,578,602,633,675,696,734,782,798,832,870,899,959,995,1023
14,64,71,111,143,181,217,230,279,307,332,384,391,413,446,474,513,553,594,600,671,703,728,754,777,817,840,880,914,940
6,40,41,37,70,79,69,82,92,111,130,145,135,143,158,162,179,212,194,202,249,244,262,252,276,288,281,302,320,339
8,18,15,30,15,18,11,10,0,4,0,14,7,5,17,8,18,18,3,19,0,28,22,13,21,8,23,15,10,24
29,39,47,84,105,126,149,166,163,211,238,238,245,296,311,334,339,362,390,412,404,457,469,487,508,532,560,579,605,625
12,34,13,0,0,19,9,14,22,16,14,0,18,25,20,15,17,25,9,12,16,0,26,13,17,11,4,14,24,7
21,51,51,84,95,115,131,171,182,205,233,274,265,299,325,337,365,386,403,410,439,448,484,502,518,529,559,598,599,619
30,17,15,23,24,16,27,26,5,23,12,25,0,26,38,27,55,25,26,35,47,53,34,47,32,29,47,31,37,46
2,73,119,150,205,260,315,348,398,448,499,553,597,656,694,750,810,862,903,949,1005,1055,1089,1149,1182,1242,1289,1351,1388,1433
19,27,19,3,15,7,23,33,25,3,1,6,0,0,30,14,27,22,0,1,7,19,11,22,0,10,13,13,19,8
10,30,38,60,54,104,80,110,116,146,154,171,165,194,200,215,228,246,278,246,294,290,325,326,335,329,372,364,394,401
1,66,98,123,180,220,258,313,336,380,428,465,492,554,589,643,683,730,746,784,843,866,915,961,1004,1023,1061,1112,1176,1197
13,18,30,58,43,53,63,66,62,76,75,81,96,109,116,120,135,140,130,155,136,156,172,153,167,164,190,207,206,208
2,45,67,100,125,160,208,204,237,267,286,301,360,385,388,429,454,494,502,542,579,595,610,645,678,720,731,777,792,810
1,30,49,61,86,89,110,124,127,165,165,196,201,204,214,239,252,265,296,302,321,355,349,355,382,381,408,426,457,464
26,4,3,35,12,29,12,11,20,16,20,12,7,25,0,13,10,13,24,0,13,8,18,15,9,18,13,16,8,18
