7,28,44,36,47,49,89,73,84,110,114,154,142,144,154,154,173,192,174,195,200,229,231,265,253,258,252,276,267,290
20,0,11,18,24,17,32,13,5,12,4,12,11,22,20,4,26,0,19,11,2,28,18,14,9,14,12,22,5,27
5,19,52,58,73,97,105,134,141,168,202,205,227,230,245,265,288,281,329,327,353,363,382,399,415,419,425,450,471,510
22,19,17,16,23,22,9,23,23,12,14,10,3,29,3,28,0,10,27,24,12,13,5,13,19,8,10,22,6,11
4,38,4,24,40,63,74,88,101,104,108,128,140,147,153,153,167,187,190,201,192,223,228,233,225,258,273,258,269,304
20,24,59,55,73,61,74,77,121,112,122,139,161,165,191,185,197,212,227,265,261,265,273,301,309,304,336,336,339,338
12,43,71,116,146,168,221,243,273,318,343,372,411,443,464,504,534,556,612,628,689,674,749,773,795,840,863,907,943,963
23,24,38,40,86,92,100,117,139,154,179,176,203,207,218,258,266,283,295,302,317,341,364,377,389,388,418,453,452,469
11,45,70,77,120,163,185,210,204,230,258,273,318,321,347,368,401,410,447,465,482,517,550,563,586,614,641,667,668,700
4,25,14,23,35,5,0,9,4,28,16,0,4,19,16,24,12,8,12,18,14,9,8,28,10,15,0,26,7,0
1,29,37,62,73,63,84,107,119,142,138,147,154,162,189,203,209,238,241,251,251,273,278,303,291,319,346,360,343,375
28,36,42,64,54,78,102,109,126,124,152,166,180,201,202,237,258,261,262,289,299,322,325,318,341,353,384,391,417,423
11,33,19,36,21,43,26,51,41,54,41,57,81,67,76,64,68,100,98,90,91,96,101,103,121,118,115,122,145,153
31,26,30,21,41,77,45,79,76,94,102,113,130,137,134,148,145,172,178,180,211,174,207,203,255,238,237,256,260,268
13,32,34,89,101,121,136,159,194,218,234,237,258,296,314,332,354,378,408,419,437,466,465,511,537,545,575,604,609,619
8,34,54,73,88,111,135,158,174,198,218,228,271,270,291,320,318,335,373,376,409,441,463,458,491,492,524,547,577,583
14,6,17,32,40,48,44,59,78,78,91,102,96,98,103,116,125,113,128,152,149,160,155,163,166,170,193,185,193,209
17,6,23,0,18,20,16,21,19,12,6,15,16,38,19,12,40,13,14,0,12,32,18,23,25,17,4,33,20,33
9,38,52,41,73,71,91,86,128,130,153,161,176,191,192,216,216,250,250,280,283,293,308,309,320,348,348,364,386,374
4,6,26,12,15,32,12,17,6,18,15,27,5,33,14,10,1,27,0,2,0,25,24,26,17,3,25,26,9,4
15,26,32,37,54,52,84,102,132,147,156,155,165,172,196,222,249,229,250,253,266,274,289,312,330,332,360,366,395,402
21,13,28,9,2,12,20,0,6,34,35,14,2,29,27,40,25,14,15,33,35,32,28,32,30,38,18,46,26,21
10,32,61,101,123,158,184,231,260,293,314,367,385,415,429,470,486,526,570,593,629,658,698,698,746,770,822,833,867,880
19,28,5,21,6,12,1,0,0,25,24,17,10,18,23,8,17,14,16,10,17,21,38,26,27,7,26,14,31,34
27,10,23,56,38,57,74,66,79,83,78,104,103,123,117,136,137,150,159,159,180,186,211,210,209,224,242,247,247,252
22,58,66,90,106,154,158,180,216,247,268,277,317,349,365,392,423,447,475,486,535,537,553,580,630,666,674,696,722,739
28,18,8,17,32,52,36,37,56,44,55,51,52,87,76,94,76,97,90,101,104,105,106,114,112,127,111,102,122,133
15,26,49,63,76,99,131,138,157,154,185,201,223,241,266,280,306,300,333,355,347,368,393,405,420,438,471,477,495,533
16,9,49,47,52,50,58,75,87,86,92,134,126,165,143,159,156,170,198,188,199,206,223,258,248,260,259,275,294,285
23,0,2,3,30,19,21,17,29,24,11,21,19,0,19,24,8,15,11,35,22,21,17,17,8,16,27,26,5,31
